"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
686,"2020-03-01 01:20:02.7890","2020-03-01 01:31:29.0620",3630,"Frederick Douglass Blvd & W 115 St",40.8038654,-73.9559308,3379,"E 103 St & Lexington Ave",40.7903051,-73.94755757,33040,"Subscriber",1967,2
383,"2020-03-01 01:20:08.4710","2020-03-01 01:26:32.4270",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,311,"Norfolk St & Broome St",40.7172274,-73.98802084,35363,"Subscriber",1945,1
913,"2020-03-01 01:21:17.6090","2020-03-01 01:36:30.9300",3746,"6 Ave & Broome St",40.724308321602166,-74.00473035871983,483,"E 12 St & 3 Ave",40.73223272,-73.98889957,17612,"Subscriber",1956,1
906,"2020-03-01 01:21:19.0440","2020-03-01 01:36:25.7070",3746,"6 Ave & Broome St",40.724308321602166,-74.00473035871983,483,"E 12 St & 3 Ave",40.73223272,-73.98889957,30264,"Customer",2000,1
723,"2020-03-01 01:21:19.4340","2020-03-01 01:33:22.8370",3580,"St Johns Pl & Washington Ave",40.6737236,-73.9631611,3423,"West Drive & Prospect Park West",40.6610633719006,-73.97945255041122,32922,"Subscriber",1991,2
426,"2020-03-01 01:21:35.3170","2020-03-01 01:28:41.7720",3085,"Roebling St & N 4 St",40.71469,-73.95739,3094,"Graham Ave & Withers St",40.7169811,-73.94485918,18190,"Subscriber",1989,2
944,"2020-03-01 01:21:41.9330","2020-03-01 01:37:26.0540",526,"E 33 St & 5 Ave",40.74765947,-73.98490707,385,"E 55 St & 2 Ave",40.75797322,-73.96603308,28150,"Subscriber",1984,2
841,"2020-03-01 01:21:53.7460","2020-03-01 01:35:54.8980",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,445,"E 10 St & Avenue A",40.72740794,-73.98142006,28397,"Subscriber",1968,2
608,"2020-03-01 01:21:57.8920","2020-03-01 01:32:06.8710",494,"W 26 St & 8 Ave",40.74734825,-73.99723551,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,34338,"Subscriber",1991,1
140,"2020-03-01 01:22:08.2640","2020-03-01 01:24:29.1340",2017,"E 43 St & 2 Ave",40.75022392,-73.97121414,440,"E 45 St & 3 Ave",40.75255434,-73.97282625,33189,"Subscriber",1989,2
847,"2020-03-01 01:22:31.7640","2020-03-01 01:36:39.0050",265,"Stanton St & Chrystie St",40.72229346,-73.99147535,2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198,32004,"Subscriber",1983,1
137,"2020-03-01 01:22:31.8650","2020-03-01 01:24:49.0400",312,"Allen St & Stanton St",40.722055,-73.989111,531,"Forsyth St & Broome St",40.71893904,-73.99266288,29773,"Subscriber",1987,2
1402,"2020-03-01 01:23:07.3120","2020-03-01 01:46:30.2490",447,"8 Ave & W 52 St",40.76370739,-73.9851615,173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,39441,"Subscriber",1980,1
312,"2020-03-01 01:23:34.3170","2020-03-01 01:28:46.6170",3463,"E 16 St & Irving Pl",40.735367055605394,-73.98797392845154,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,40722,"Subscriber",1993,1
307,"2020-03-01 01:23:41.5230","2020-03-01 01:28:49.3770",3463,"E 16 St & Irving Pl",40.735367055605394,-73.98797392845154,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,27808,"Subscriber",1995,1
397,"2020-03-01 01:23:51.2000","2020-03-01 01:30:28.8020",3874,"Menahan St & Seneca Ave",40.70461,-73.91054,3875,"Stephen St & Seneca Ave",40.6988,-73.9007,31153,"Subscriber",1989,1
795,"2020-03-01 01:24:06.5400","2020-03-01 01:37:21.7970",3740,"W Broadway & W Houston St",40.726378,-74.000472,195,"Liberty St & Broadway",40.70905623,-74.01043382,34997,"Subscriber",1986,1
556,"2020-03-01 01:24:16.4950","2020-03-01 01:33:32.8680",3707,"Lexington Ave & E 26 St",40.741459,-73.983293,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,39666,"Subscriber",1975,1
102,"2020-03-01 01:24:50.1620","2020-03-01 01:26:32.4090",469,"Broadway & W 53 St",40.76344058,-73.98268129,468,"Broadway & W 56 St",40.7652654,-73.98192338,40115,"Subscriber",1980,2
1267,"2020-03-01 01:24:57.5450","2020-03-01 01:46:04.8510",267,"Broadway & W 36 St",40.75097711,-73.98765428,386,"Centre St & Worth St",40.71494807,-74.00234482,27557,"Subscriber",1985,1
1154,"2020-03-01 01:25:07.6020","2020-03-01 01:44:22.5840",412,"Forsyth St & Canal St",40.7158155,-73.99422366,536,"1 Ave & E 30 St",40.74144387,-73.97536082,41499,"Subscriber",1987,1
879,"2020-03-01 01:25:21.0590","2020-03-01 01:40:00.5730",254,"W 11 St & 6 Ave",40.73532427,-73.99800419,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,28930,"Subscriber",1992,1
185,"2020-03-01 01:25:26.1030","2020-03-01 01:28:31.8930",3851,"Metropolitan Ave & Stewart Ave",40.71401,-73.92793,3816,"Metropolitan Ave & Vandervoort Ave",40.71429,-73.93323,28785,"Subscriber",1967,1
399,"2020-03-01 01:25:33.8040","2020-03-01 01:32:13.5170",435,"W 21 St & 6 Ave",40.74173969,-73.99415556,3707,"Lexington Ave & E 26 St",40.741459,-73.983293,38902,"Subscriber",1978,1
458,"2020-03-01 01:26:34.4420","2020-03-01 01:34:13.2040",3315,"Henry St & Degraw St",40.6847514,-73.99917254,3728,"Pierrepont St & Monroe Pl",40.69535693320225,-73.99344027042389,38428,"Subscriber",1993,2
2244,"2020-03-01 01:27:04.6610","2020-03-01 02:04:28.7000",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,503,"E 20 St & Park Ave",40.73827428,-73.98751968,36387,"Subscriber",1999,1
1507,"2020-03-01 01:27:21.5730","2020-03-01 01:52:29.4270",161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,35618,"Subscriber",1999,1
121,"2020-03-01 01:27:22.6960","2020-03-01 01:29:24.3340",252,"MacDougal St & Washington Sq",40.73226398,-73.99852205,336,"Sullivan St & Washington Sq",40.73047747,-73.99906065,30363,"Subscriber",1994,1
777,"2020-03-01 01:27:26.7050","2020-03-01 01:40:23.8130",3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,440,"E 45 St & 3 Ave",40.75255434,-73.97282625,36540,"Subscriber",1995,2
408,"2020-03-01 01:27:30.8120","2020-03-01 01:34:18.9360",3376,"E 65 St & 2 Ave",40.76471851944339,-73.96222069859505,454,"E 51 St & 1 Ave",40.75455731,-73.96592976,36676,"Customer",1969,0
290,"2020-03-01 01:27:41.6620","2020-03-01 01:32:32.0390",494,"W 26 St & 8 Ave",40.74734825,-73.99723551,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,35152,"Subscriber",1961,1
991,"2020-03-01 01:27:55.7110","2020-03-01 01:44:27.0350",468,"Broadway & W 56 St",40.7652654,-73.98192338,3301,"Columbus Ave & W 95 St",40.7919557,-73.968087,33815,"Subscriber",1980,2
343,"2020-03-01 01:28:00.9070","2020-03-01 01:33:44.0620",3088,"Union Ave & Jackson St",40.7160751,-73.952029,3016,"Kent Ave & N 7 St",40.72036775298455,-73.96165072917938,15377,"Subscriber",1990,1
230,"2020-03-01 01:28:15.2150","2020-03-01 01:32:06.1910",307,"Canal St & Rutgers St",40.71427487,-73.98990025,342,"Columbia St & Rivington St",40.71739973,-73.98016555,39385,"Subscriber",1990,1
449,"2020-03-01 01:28:20.6010","2020-03-01 01:35:50.0330",3093,"N 6 St & Bedford Ave",40.71745169,-73.95850939,3116,"Huron St & Franklin St",40.73266,-73.95826,40955,"Subscriber",1992,1
238,"2020-03-01 01:28:46.2460","2020-03-01 01:32:44.7130",376,"John St & William St",40.70862144,-74.00722156,415,"Pearl St & Hanover Square",40.7047177,-74.00926027,29327,"Subscriber",1960,1
1526,"2020-03-01 01:28:47.2560","2020-03-01 01:54:14.1580",412,"Forsyth St & Canal St",40.7158155,-73.99422366,3537,"Carlton Ave & Dean St",40.6809741,-73.9710097,30796,"Subscriber",1989,1
249,"2020-03-01 01:28:49.9110","2020-03-01 01:32:59.1210",460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,3093,"N 6 St & Bedford Ave",40.71745169,-73.95850939,33129,"Subscriber",1972,1
1125,"2020-03-01 01:28:55.8220","2020-03-01 01:47:40.9530",3816,"Metropolitan Ave & Vandervoort Ave",40.71429,-73.93323,3078,"Broadway & Roebling St",40.70924826276157,-73.96063148975372,37238,"Subscriber",1967,1
318,"2020-03-01 01:29:12.4900","2020-03-01 01:34:31.0800",394,"E 9 St & Avenue C",40.72521311,-73.97768752,349,"Rivington St & Ridge St",40.71850211,-73.98329859,30241,"Subscriber",1996,2
380,"2020-03-01 01:29:12.7130","2020-03-01 01:35:33.6220",3712,"W 35 St & Dyer Ave",40.754691750226016,-73.99740189313889,515,"W 43 St & 10 Ave",40.76009437,-73.99461843,38301,"Subscriber",1983,2
2188,"2020-03-01 01:29:14.1520","2020-03-01 02:05:42.4030",3002,"South End Ave & Liberty St",40.711512,-74.015756,3423,"West Drive & Prospect Park West",40.6610633719006,-73.97945255041122,41377,"Subscriber",1989,1
798,"2020-03-01 01:29:23.4410","2020-03-01 01:42:41.4560",3126,"44 Dr & Jackson Ave",40.74718234,-73.9432635,3646,"35 Ave & 10 St",40.76315481910373,-73.93985509872437,15899,"Subscriber",1989,1
237,"2020-03-01 01:29:37.6470","2020-03-01 01:33:35.1710",462,"W 22 St & 10 Ave",40.74691959,-74.00451887,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,38109,"Subscriber",1976,1
385,"2020-03-01 01:29:42.0770","2020-03-01 01:36:07.3650",3356,"Amsterdam Ave & W 66 St",40.7746671,-73.98470567,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,40153,"Subscriber",1989,2
1131,"2020-03-01 01:29:51.7460","2020-03-01 01:48:43.6150",251,"Mott St & Prince St",40.72317958,-73.99480012,504,"1 Ave & E 16 St",40.73221853,-73.98165557,17418,"Subscriber",1988,1
113,"2020-03-01 01:29:54.7480","2020-03-01 01:31:48.3050",161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,3244,"University Pl & E 8 St",40.73143724085228,-73.99490341544151,38394,"Subscriber",1989,1
97,"2020-03-01 01:30:01.6730","2020-03-01 01:31:38.8740",3674,"Jay St & York St",40.701403172577244,-73.98672670125961,2000,"Front St & Washington St",40.70255088,-73.98940236,31641,"Subscriber",1960,1
292,"2020-03-01 01:30:41.6210","2020-03-01 01:35:34.3330",504,"1 Ave & E 16 St",40.73221853,-73.98165557,3687,"E 33 St & 1 Ave",40.74322681432173,-73.97449783980846,41004,"Subscriber",1989,1
1117,"2020-03-01 01:30:47.5080","2020-03-01 01:49:24.8800",3087,"Metropolitan Ave & Meeker Ave",40.71413311,-73.95234386,372,"Franklin Ave & Myrtle Ave",40.694546087246025,-73.95801365375519,33116,"Customer",1997,1
1797,"2020-03-01 01:31:16.2100","2020-03-01 02:01:13.8060",336,"Sullivan St & Washington Sq",40.73047747,-73.99906065,447,"8 Ave & W 52 St",40.76370739,-73.9851615,39957,"Customer",1992,1
493,"2020-03-01 01:31:24.8120","2020-03-01 01:39:38.0290",3549,"Grand Ave & Bergen St",40.678045,-73.962408,3335,"Union St & 4 Ave",40.6772744,-73.98282002,36335,"Subscriber",1994,1
88,"2020-03-01 01:31:26.7250","2020-03-01 01:32:55.3820",523,"W 38 St & 8 Ave",40.75466591,-73.99138152,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,34925,"Subscriber",1978,1
1302,"2020-03-01 01:31:27.8790","2020-03-01 01:53:09.9680",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,3325,"E 95 St & 3 Ave",40.7849032,-73.950503,33768,"Subscriber",1991,1
679,"2020-03-01 01:31:40.7060","2020-03-01 01:42:59.7500",295,"Pike St & E Broadway",40.71406667,-73.99293911,504,"1 Ave & E 16 St",40.73221853,-73.98165557,33816,"Subscriber",1996,1
974,"2020-03-01 01:32:04.1880","2020-03-01 01:48:19.0930",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,33910,"Subscriber",1967,1
696,"2020-03-01 01:32:18.3670","2020-03-01 01:43:54.8150",401,"Allen St & Rivington St",40.72019576,-73.98997825,536,"1 Ave & E 30 St",40.74144387,-73.97536082,34292,"Subscriber",1990,2
1579,"2020-03-01 01:32:27.2870","2020-03-01 01:58:46.8380",401,"Allen St & Rivington St",40.72019576,-73.98997825,3558,"Bergen St & Vanderbilt Ave",40.6794388,-73.9680438,39799,"Customer",1984,2
326,"2020-03-01 01:32:54.0440","2020-03-01 01:38:20.9710",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,3260,"Mercer St & Bleecker St",40.72706363348306,-73.99662137031554,17828,"Customer",1969,0
457,"2020-03-01 01:33:02.2730","2020-03-01 01:40:39.5960",483,"E 12 St & 3 Ave",40.73223272,-73.98889957,393,"E 5 St & Avenue C",40.72299208,-73.97995466,35008,"Subscriber",1998,1
268,"2020-03-01 01:33:28.9700","2020-03-01 01:37:57.1060",483,"E 12 St & 3 Ave",40.73223272,-73.98889957,3718,"E 11 St & Avenue B",40.72746420692392,-73.97950418293476,32981,"Subscriber",1981,1
120,"2020-03-01 01:33:37.7920","2020-03-01 01:35:38.2580",330,"Reade St & Broadway",40.71450451,-74.00562789,146,"Hudson St & Reade St",40.71625008,-74.0091059,28153,"Subscriber",1988,1
591,"2020-03-01 01:33:41.2060","2020-03-01 01:43:32.6310",523,"W 38 St & 8 Ave",40.75466591,-73.99138152,402,"Broadway & E 22 St",40.7403432,-73.98955109,34925,"Subscriber",1978,1
219,"2020-03-01 01:33:45.7800","2020-03-01 01:37:25.1250",3244,"University Pl & E 8 St",40.73143724085228,-73.99490341544151,438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,37303,"Subscriber",1989,1
2385,"2020-03-01 01:34:08.0760","2020-03-01 02:13:53.6190",3716,"40 Ave & Crescent St",40.753599202005596,-73.93795609474182,237,"E 11 St & 2 Ave",40.73047309,-73.98672378,41137,"Subscriber",1992,1
169,"2020-03-01 01:34:22.1270","2020-03-01 01:37:11.1760",467,"Dean St & 4 Ave",40.68312489,-73.97895137,274,"Lafayette Ave & Fort Greene Pl",40.68691865,-73.976682,37706,"Subscriber",1994,0
1077,"2020-03-01 01:34:26.7880","2020-03-01 01:52:24.5910",3263,"Cooper Square & Astor Pl",40.72951496224949,-73.99075269699097,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,40098,"Customer",1969,0
228,"2020-03-01 01:34:27.7580","2020-03-01 01:38:15.8390",3725,"2 Ave & E 72 St",40.7687620293096,-73.95840793848038,3370,"E 78 St & 2 Ave",40.7727966,-73.95577801,39926,"Subscriber",1994,2
795,"2020-03-01 01:34:37.3950","2020-03-01 01:47:53.3930",3067,"Broadway & Whipple St",40.7016657,-73.9437303,3081,"Graham Ave & Grand St",40.711863,-73.944024,30176,"Subscriber",1976,0
1743,"2020-03-01 01:36:14.5400","2020-03-01 02:05:18.0900",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,3727,"Frost St & Meeker Ave",40.71766197083994,-73.94880026578903,41556,"Subscriber",1993,1
1100,"2020-03-01 01:36:45.0290","2020-03-01 01:55:05.6750",3905,"4 Ave & E 12 St",40.732647,-73.99011,3243,"E 58 St & 1 Ave (NE Corner)",40.75892386377695,-73.96226227283478,41196,"Subscriber",1959,1
390,"2020-03-01 01:36:50.0790","2020-03-01 01:43:20.2550",3686,"Gansevoort St & Hudson St",40.739448201304036,-74.00507032871246,285,"Broadway & E 14 St",40.73454567,-73.99074142,38683,"Subscriber",1985,1
1734,"2020-03-01 01:36:50.0980","2020-03-01 02:05:44.2490",456,"E 53 St & Madison Ave",40.7597108,-73.97402311,3496,"1 Ave & E 110 St",40.7923272,-73.9383,40086,"Subscriber",1996,2
220,"2020-03-01 01:36:57.0990","2020-03-01 01:40:37.7240",3598,"Newton Rd & 44 St",40.7595701,-73.9142678,3691,"28 Ave & 44 St",40.76408932350688,-73.91065120697021,40499,"Subscriber",1969,0
858,"2020-03-01 01:37:27.8290","2020-03-01 01:51:46.2490",3522,"37 St & 24 Ave",40.7701477,-73.9120938,3522,"37 St & 24 Ave",40.7701477,-73.9120938,35084,"Subscriber",1984,2
752,"2020-03-01 01:37:45.3360","2020-03-01 01:50:18.1740",379,"W 31 St & 7 Ave",40.749156,-73.9916,3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,36534,"Subscriber",1965,1
929,"2020-03-01 01:37:54.1740","2020-03-01 01:53:23.3100",3243,"E 58 St & 1 Ave (NE Corner)",40.75892386377695,-73.96226227283478,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,35001,"Subscriber",1986,1
197,"2020-03-01 01:38:29.0250","2020-03-01 01:41:46.4670",462,"W 22 St & 10 Ave",40.74691959,-74.00451887,470,"W 20 St & 8 Ave",40.74345335,-74.00004031,39850,"Subscriber",1970,1
295,"2020-03-01 01:38:46.2480","2020-03-01 01:43:41.3180",2003,"1 Ave & E 18 St",40.733812191966315,-73.98054420948029,507,"E 25 St & 2 Ave",40.73912601,-73.97973776,17437,"Customer",1985,1
514,"2020-03-01 01:38:52.0950","2020-03-01 01:47:26.7380",448,"W 37 St & 10 Ave",40.75660359,-73.9979009,447,"8 Ave & W 52 St",40.76370739,-73.9851615,38943,"Subscriber",1995,1
304,"2020-03-01 01:39:02.6960","2020-03-01 01:44:07.2710",482,"W 15 St & 7 Ave",40.73935542,-73.99931783,3709,"W 15 St & 6 Ave",40.738046142482766,-73.99642959237099,17411,"Subscriber",1965,1
144,"2020-03-01 01:39:03.9340","2020-03-01 01:41:28.1130",3175,"W 70 St & Amsterdam Ave",40.77748046,-73.98288594,3697,"W 64 St & Thelonious Monk Circle",40.77515953434235,-73.98918695747852,18110,"Subscriber",1978,1
315,"2020-03-01 01:39:45.8420","2020-03-01 01:45:01.3770",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,3699,"W 50 St & 9 Ave",40.763604677958625,-73.98917958140373,14702,"Subscriber",1997,1
315,"2020-03-01 01:39:46.8460","2020-03-01 01:45:02.2100",128,"MacDougal St & Prince St",40.72710258,-74.00297088,128,"MacDougal St & Prince St",40.72710258,-74.00297088,40539,"Subscriber",1992,1
229,"2020-03-01 01:40:20.7070","2020-03-01 01:44:09.9020",490,"8 Ave & W 33 St",40.751551,-73.993934,448,"W 37 St & 10 Ave",40.75660359,-73.9979009,38962,"Subscriber",1993,1
544,"2020-03-01 01:40:54.4170","2020-03-01 01:49:59.0380",3246,"Montague St & Clinton St",40.694281141397326,-73.99230033159256,366,"Clinton Ave & Myrtle Ave",40.693261,-73.968896,33791,"Subscriber",1977,1
254,"2020-03-01 01:40:57.4170","2020-03-01 01:45:12.0550",258,"DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458,324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,38116,"Subscriber",1984,1
169,"2020-03-01 01:41:37.2670","2020-03-01 01:44:27.0460",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,28424,"Subscriber",1992,1
1069,"2020-03-01 01:42:03.0200","2020-03-01 01:59:52.0840",3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,545,"E 23 St & 1 Ave",40.736502,-73.97809472,38075,"Subscriber",1975,2
369,"2020-03-01 01:42:14.3450","2020-03-01 01:48:24.1880",3809,"W 55 St & 6 Ave",40.763189,-73.978434,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,35158,"Subscriber",1983,1
254,"2020-03-01 01:42:22.9240","2020-03-01 01:46:37.2070",546,"E 30 St & Park Ave S",40.74444921,-73.98303529,536,"1 Ave & E 30 St",40.74144387,-73.97536082,29348,"Subscriber",1956,1
184,"2020-03-01 01:42:42.3950","2020-03-01 01:45:46.5290",3526,"31 St & 23 Ave",40.7747878,-73.9125551,3515,"24 Ave & 26 St",40.774591,-73.918544,35316,"Subscriber",1988,2
545,"2020-03-01 01:42:49.2410","2020-03-01 01:51:54.3430",128,"MacDougal St & Prince St",40.72710258,-74.00297088,355,"Bayard St & Baxter St",40.71602118,-73.99974372,35164,"Subscriber",1988,1
361,"2020-03-01 01:42:50.1770","2020-03-01 01:48:51.3020",3737,"Stanton St & Norfolk St",40.720747,-73.986274,3718,"E 11 St & Avenue B",40.72746420692392,-73.97950418293476,31222,"Subscriber",1990,1
247,"2020-03-01 01:43:24.4640","2020-03-01 01:47:31.9170",3147,"E 85 St & 3 Ave",40.77801203,-73.95407149,3151,"E 81 St & York Ave",40.7728384,-73.94989233,32988,"Subscriber",1992,1
379,"2020-03-01 01:43:38.5410","2020-03-01 01:49:58.3880",3745,"36 Ave & 31 St",40.75651272984955,-73.92957486212252,3646,"35 Ave & 10 St",40.76315481910373,-73.93985509872437,36296,"Subscriber",1984,1
276,"2020-03-01 01:44:18.2370","2020-03-01 01:48:54.8860",3779,"Hart St & Wyckoff Ave",40.704876,-73.919911,3888,"Woodward Ave & Harman St",40.70793,-73.91092,14792,"Subscriber",1998,1
604,"2020-03-01 01:45:13.1500","2020-03-01 01:55:17.9020",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,458,"11 Ave & W 27 St",40.751396,-74.005226,40749,"Subscriber",1961,1
643,"2020-03-01 01:45:20.2640","2020-03-01 01:56:03.6550",474,"5 Ave & E 29 St",40.7451677,-73.98683077,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,39223,"Subscriber",1997,1
494,"2020-03-01 01:45:27.0540","2020-03-01 01:53:41.4570",3798,"W 40 St & 5 Ave",40.752269,-73.982079,3707,"Lexington Ave & E 26 St",40.741459,-73.983293,33013,"Subscriber",1982,1
382,"2020-03-01 01:45:53.7800","2020-03-01 01:52:15.9230",3328,"W 100 St & Manhattan Ave",40.795,-73.9645,3383,"Cathedral Pkwy & Broadway",40.804213,-73.96699104,36992,"Subscriber",1985,1
694,"2020-03-01 01:45:54.9850","2020-03-01 01:57:29.9390",325,"E 19 St & 3 Ave",40.73624527,-73.98473765,268,"Howard St & Centre St",40.71910537,-73.99973337,38364,"Subscriber",1999,1
221,"2020-03-01 01:46:03.5220","2020-03-01 01:49:45.0180",324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,38116,"Subscriber",1984,1
984,"2020-03-01 01:46:15.3710","2020-03-01 02:02:40.3140",399,"Lafayette Ave & St James Pl",40.68851534,-73.9647628,3058,"Lewis Ave & Kosciuszko St",40.69237074,-73.93705428,41940,"Subscriber",1990,1
595,"2020-03-01 01:46:28.3450","2020-03-01 01:56:24.0650",3423,"West Drive & Prospect Park West",40.6610633719006,-73.97945255041122,3585,"Union St & Bedford Ave",40.6691783,-73.9554162,16915,"Subscriber",1997,1
186,"2020-03-01 01:46:33.8630","2020-03-01 01:49:40.2280",324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,261,"Johnson St & Gold St",40.69474881,-73.98362464,41684,"Subscriber",1991,1
330,"2020-03-01 01:46:36.3670","2020-03-01 01:52:06.7500",128,"MacDougal St & Prince St",40.72710258,-74.00297088,3812,"University Pl & E 14 St",40.734814,-73.992085,40539,"Subscriber",1992,1
280,"2020-03-01 01:46:46.0030","2020-03-01 01:51:26.8820",526,"E 33 St & 5 Ave",40.74765947,-73.98490707,402,"Broadway & E 22 St",40.7403432,-73.98955109,38965,"Subscriber",2000,1
832,"2020-03-01 01:47:18.2570","2020-03-01 02:01:10.4720",274,"Lafayette Ave & Fort Greene Pl",40.68691865,-73.976682,3041,"Kingston Ave & Herkimer St",40.67890679,-73.94142771,41033,"Customer",1984,1
1167,"2020-03-01 01:47:21.1930","2020-03-01 02:06:48.2030",464,"E 56 St & 3 Ave",40.75934501,-73.96759673,385,"E 55 St & 2 Ave",40.75797322,-73.96603308,40960,"Subscriber",1969,1
1957,"2020-03-01 01:47:34.8520","2020-03-01 02:20:12.3120",173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,3712,"W 35 St & Dyer Ave",40.754691750226016,-73.99740189313889,39441,"Subscriber",1980,1
278,"2020-03-01 01:47:44.6370","2020-03-01 01:52:22.9810",161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,285,"Broadway & E 14 St",40.73454567,-73.99074142,18808,"Subscriber",1994,1
199,"2020-03-01 01:48:07.7620","2020-03-01 01:51:27.6130",3840,"Putnam Ave & Wyckoff Ave",40.69811,-73.90904,3863,"Central Ave & Woodbine St",40.69296,-73.91605,33742,"Subscriber",1993,1
458,"2020-03-01 01:48:27.8710","2020-03-01 01:56:06.0630",3329,"Degraw St & Smith St",40.6829151,-73.99318208,391,"Clark St & Henry St",40.69760127,-73.99344559,16101,"Subscriber",1993,1
1816,"2020-03-01 01:49:05.0830","2020-03-01 02:19:21.2980",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,36388,"Subscriber",1986,2
643,"2020-03-01 01:49:18.2130","2020-03-01 02:00:01.3470",265,"Stanton St & Chrystie St",40.72229346,-73.99147535,3687,"E 33 St & 1 Ave",40.74322681432173,-73.97449783980846,41514,"Subscriber",1985,1
1125,"2020-03-01 01:49:41.9740","2020-03-01 02:08:27.8840",285,"Broadway & E 14 St",40.73454567,-73.99074142,3173,"Riverside Blvd & W 67 St",40.777507027547976,-73.98888587951659,36911,"Subscriber",1993,1
851,"2020-03-01 01:49:50.7800","2020-03-01 02:04:02.7470",437,"Macon St & Nostrand Ave",40.6809833854,-73.9500479759,3063,"Nostrand Ave & Myrtle Ave",40.69527008,-73.95238108,27925,"Subscriber",1987,2
159,"2020-03-01 01:51:19.9330","2020-03-01 01:53:59.8640",116,"W 17 St & 8 Ave",40.74177603,-74.00149746,3709,"W 15 St & 6 Ave",40.738046142482766,-73.99642959237099,37755,"Subscriber",1993,1
566,"2020-03-01 01:51:25.8540","2020-03-01 02:00:52.5120",403,"E 2 St & 2 Ave",40.72502876,-73.99069656,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,28540,"Customer",1969,0
254,"2020-03-01 01:51:36.9770","2020-03-01 01:55:51.1560",435,"W 21 St & 6 Ave",40.74173969,-73.99415556,434,"9 Ave & W 18 St",40.74317449,-74.00366443,41469,"Subscriber",1991,1
231,"2020-03-01 01:51:37.0440","2020-03-01 01:55:28.9610",3656,"E 2 St & Avenue A",40.72307749068673,-73.98583620786667,403,"E 2 St & 2 Ave",40.72502876,-73.99069656,41092,"Subscriber",1969,1
481,"2020-03-01 01:51:38.1070","2020-03-01 01:59:40.1050",396,"Lefferts Pl & Franklin Ave",40.680342423,-73.9557689392,3580,"St Johns Pl & Washington Ave",40.6737236,-73.9631611,28595,"Subscriber",1987,1
499,"2020-03-01 01:51:41.7590","2020-03-01 02:00:01.5850",3094,"Graham Ave & Withers St",40.7169811,-73.94485918,471,"Grand St & Havemeyer St",40.71286844,-73.95698119,40072,"Subscriber",1997,1
453,"2020-03-01 01:51:44.8740","2020-03-01 01:59:18.2640",252,"MacDougal St & Washington Sq",40.73226398,-73.99852205,297,"E 15 St & 3 Ave",40.734232,-73.986923,38365,"Customer",1969,0
152,"2020-03-01 01:52:03.6550","2020-03-01 01:54:36.5370",499,"Broadway & W 60 St",40.76915505,-73.98191841,422,"W 59 St & 10 Ave",40.770513,-73.988038,34228,"Subscriber",1984,1
